rsid	PheWasP	PheWasTrait	chr	n	vP	mP	MoBaTrait	MobaAF
rs3094013	2.00198e-06	Seropositive rheumatoid arthritis	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.05636e-06	wg_rh_intensity-contrast_parsorbitalis	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.063e-06	Certain infectious and parasitic diseases	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.12701e-06	Diabetic maculopathy (H7_MACULOPATHYDIAB)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.17801e-06	Diabetic maculopathy (DM_MACULOPATHY)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.19999e-06	Age started hormone-replacement therapy (HRT)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.2079e-06	ENSG00000196924	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.26152e-06	IDP_dMRI_ProbtrackX_ICVF_slf_r	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.274e-06	Mean platelet volume	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.27677e-06	Major dietary changes in the last 5 years: Yes, because of illness	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.30001e-06	White blood cell count	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.32702e-06	IDP_dMRI_ProbtrackX_ICVF_unc_l	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.33938e-06	aparc-DKTatlas_rh_thickness_isthmuscingulate	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.34531e-06	IDP_dMRI_ProbtrackX_OD_ar_r	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.37602e-06	Proliferative diabetic retinopathy (H7_RETINOPATHYDIAB_PROLIF)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.3958e-06	ENSG00000100395	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.39999e-06	Ratio of omega-6 fatty acids to omega-3 fatty acids	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.39999e-06	Triglycerides to total lipids ratio in very small VLDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.41802e-06	DNA methylation Hannum age acceleration	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.55388e-06	IDP_dMRI_ProbtrackX_OD_slf_l	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.59998e-06	Non-cancer illness code, self-reported: hiatus hernia	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.63299e-06	Chronic obstructive pulmonary disease	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.69998e-06	Comparative body size at age 10, Males	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.69998e-06	Main speciality of consultant (recoded): General medicine	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.69998e-06	Why stopped smoking: Health precaution	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.72145e-06	IDP_dMRI_TBSS_L1_Retrolenticular_part_of_internal_capsule_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.73338e-06	aparc-a2009s_rh_area_S-pericallosal	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.76185e-06	wg_rh_intensity-contrast_rostralmiddlefrontal	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.76694e-06	aparc-a2009s_lh_thickness_S-circular-insula-sup	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.78099e-06	Diabetic maculopathy (more controls excluded)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.80001e-06	Free cholesterol levels in chylomicrons and extremely large VLDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.80001e-06	Free cholesterol to total lipids ratio in very large HDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.81598e-06	ENSG00000148346	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.82163e-06	ENSG00000119147	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.82813e-06	IDP_dMRI_TBSS_ICVF_Cingulum_cingulate_gyrus_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.83857e-06	wg_rh_intensity-contrast_parsopercularis	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.90402e-06	wg_lh_intensity-contrast_postcentral	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.90998e-06	Asthma	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.92523e-06	ENSG00000100448	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.94992e-06	Nervous feelings	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.95801e-06	wg_rh_intensity-contrast_parstriangularis	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	2.99999e-06	Diagnoses - secondary ICD10: J45.9 Asthma, unspecified	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.01995e-06	Cadherin-7	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.08319e-06	ENSG00000167671	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.0903e-06	T-cell surface glycoprotein CD3 epsilon chain	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.09999e-06	Mineral and other dietary supplements: Zinc	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.15261e-06	Glucose levels (UKB data field 30740)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.15718e-06	IDP_dMRI_ProbtrackX_L3_fmi	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.16373e-06	Myocardial fractal dimension (slice 6)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.20945e-06	Fluid intelligence score	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.2144e-06	IDP_dMRI_ProbtrackX_OD_ar_l	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.27997e-06	"""Atherosclerosis, excluding cerebral, coronary and PAD"" (no controls excluded)"	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.298e-06	C4	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.36899e-06	Pulse pressure	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.58344e-06	IDP_dMRI_TBSS_FA_Genu_of_corpus_callosum	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.59998e-06	Taking other prescription medications	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.69999e-06	Waist-to-hip ratio	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.80189e-06	PAX-interacting protein 1	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.8815e-06	IDP_dMRI_ProbtrackX_FA_ilf_l	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.93396e-06	Neurociticism	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.94003e-06	IDP_dMRI_TBSS_L1_Fornix_cres+Stria_terminalis_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	3.99604e-06	Thyroiditis	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.09996e-06	Triglycerides in VLDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.1261e-06	Ever had prolonged loss of interest in normal activities	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.16869e-06	Tapasin-related protein	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.18052e-06	ENSG00000044574	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.20001e-06	Forced expiratory volume in 1-second (FEV1)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.20727e-06	IDP_dMRI_TBSS_L3_Superior_corona_radiata_L	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.24131e-06	IDP_dMRI_ProbtrackX_MD_unc_l	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.25207e-06	IDP_dMRI_TBSS_FA_Anterior_corona_radiata_L	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.29705e-06	Ankylosing spondylitis, strict definition	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.30002e-06	Ratio of omega-3 fatty acids to total fatty acids	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.3411e-06	IDP_dMRI_TBSS_ICVF_Corticospinal_tract_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.3461e-06	IDP_dMRI_ProbtrackX_L3_slf_l	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.37603e-06	Prostate cancer	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.56142e-06	IDP_dMRI_ProbtrackX_L1_str_r	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.61424e-06	IDP_T1_FAST_ROIs_R_parahipp_gyrus_post	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.64205e-06	Respiratory disorders in diseases classified elsewhere	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.70002e-06	Forced Expiratory Volume (FEV1), adjusted for sex	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.70002e-06	HbA1C	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.74351e-06	IDP_dMRI_TBSS_ICVF_Anterior_corona_radiata_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.77134e-06	ENSG00000175730	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.79999e-06	Operation code: tonsillectomy +/- adenoids	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.88664e-06	ENSG00000173114	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.90004e-06	Bioavailable testosterone levels	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.91926e-06	ENSG00000211706	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	4.99022e-06	ENSG00000166532	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5e-06	Triglyceride levels in small HDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5e-06	Anemia	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.00841e-06	IDP_dMRI_TBSS_FA_Anterior_corona_radiata_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.05825e-06	IDP_dMRI_TBSS_OD_Cingulum_hippocampus_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.09577e-06	Endometrial cancer	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.10152e-06	IDP_dMRI_ProbtrackX_L2_ilf_r	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.10799e-06	Background diabetic retinopathy	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.12861e-06	17-beta-hydroxysteroid dehydrogenase 14	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.19996e-06	Renal or urological disease	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.30005e-06	Serum alkaline phosphatase levels	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.37155e-06	IDP_dMRI_ProbtrackX_L3_cgc_r	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.38505e-06	Other diabetic retinopathy	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.53541e-06	ENSG00000168824	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.77032e-06	IDP_T1_FAST_ROIs_R_thalamus	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.78096e-06	IDP_dMRI_TBSS_ICVF_Superior_fronto-occipital_fasciculus_L	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.80003e-06	sepsis	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.92066e-06	ENSG00000129270	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	5.93444e-06	Gamma glutamyltransferase	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.02241e-06	ENSG00000084234	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.04102e-06	Mean arterial pressure	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.1e-06	Vitamin and mineral supplements: Vitamin C	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.16595e-06	Vesicle-fusing ATPase	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.16879e-06	IDP_dMRI_ProbtrackX_FA_fma	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.17248e-06	Anti-human herpes<U+00A0>virus<U+00A0>6<U+00A0>IE1A IgG<U+00A0>seropositivity	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.32106e-06	Disorders of orbit	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.43873e-06	aparc-a2009s_rh_thickness_S-pericallosal	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.59994e-06	Cholesteryl esters to total lipids ratio in IDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.63437e-06	IDP_dMRI_ProbtrackX_L1_ar_r	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.70008e-06	ENSG00000204592	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.72899e-06	Mean corpuscular hemoglobin concentration	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.77018e-06	IDP_dMRI_TBSS_L3_Splenium_of_corpus_callosum	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.79047e-06	IDP_dMRI_TBSS_FA_Posterior_thalamic_radiation_L	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	6.95296e-06	Binding antibody response to interferon beta therapy in multiple sclerosis (antibody levels; IFN<U+03B2>-1a subcutaneous and intramuscular)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.12853e-06	IDP_dMRI_ProbtrackX_L3_ptr_r	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.15583e-06	ENSG00000149131	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.19996e-06	Vigorous physical activity	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.25722e-06	Prospective memory result	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.39997e-06	Diagnoses - main ICD10: N40 Hyperplasia of prostate	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.47601e-06	Rheumatoid arthritis	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.49204e-06	Unspecified diabetes	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.64716e-06	IDP_dMRI_TBSS_FA_Cerebral_peduncle_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.6913e-06	IDP_dMRI_TBSS_L2_Posterior_corona_radiata_L	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.69999e-06	Cholesterol to total lipids ratio in very small VLDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.77499e-06	Myocardial fractal dimension (slice 5)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.79992e-06	Free cholesterol to total lipids ratio in very large HDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.79992e-06	Prostate cancer	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.8529e-06	Whole body fat mass	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	7.955e-06	IBD (strict) with PSC	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.01309e-06	wg_rh_intensity-contrast_insula	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.09991e-06	Total lipid levels in VLDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.12007e-06	Mean corpuscular volume	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.1298e-06	Non-cancer illness code  self-reported: gastro-oesophageal reflux (gord) / gastric reflux	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.179e-06	Polyarthropathies	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.24974e-06	ENSG00000140995	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.47579e-06	ENSG00000007264	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.61906e-06	Rheumatoid arthritis (M13_RHEUMA_INCLAVO)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.6834e-06	ENSG00000091640	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.84667e-06	ENSG00000179627	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.9e-06	Ratio of monounsaturated fatty acids to total fatty acids	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.99995e-06	Phospholipids in chylomicrons and extremely large VLDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	8.99995e-06	Guilty feelings	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.01571e-06	IDP_dMRI_ProbtrackX_L1_ifo_l	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.03774e-06	ENSG00000179869	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.06296e-06	ENSG00000124226	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.18163e-06	ENSG00000087269	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.19179e-06	IDP_dMRI_TBSS_ICVF_External_capsule_R	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.25145e-06	Mineral and other dietary supplements: Zinc	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.39702e-06	ENSG00000092068	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.40005e-06	Triglycerides to total lipids ratio in IDL	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.49992e-06	Facial ageing	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.50167e-06	ThalamNuclei_lh_volume_VA	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.69795e-06	ENSG00000124469	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.76338e-06	aparc-a2009s_lh_area_G-temporal-middle	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094013	9.78318e-06	Arm fat mass (left)	6	50753	0.370840365120088	2.15070081658473e-08	EasActiv18mo	0.129194
rs3094012	0	Non-cancer illness code  self-reported: malabsorption/coeliac disease	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.27938e-301	ENSG00000204525	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.2388e-276	White blood cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.2388e-276	white blood cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	9.35406e-275	Lymphocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	9.35406e-275	lymphocyte cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.93174e-241	ENSG00000224389	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.30144e-234	White blood cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.59749e-229	Lymphocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.94089e-200	White blood cell leukocyte count (UKB data field 30000)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.09396e-197	Lymphocyte count (UKB data field 30120)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.54683e-179	Coeliac disease	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.62422e-172	Primary sclerosing cholangitis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.00867e-169	Type 1 diabetes	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.48886e-166	White blood cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.74111e-166	White blood cell (leukocyte) count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.77011e-163	Lymphocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.61818e-163	Lymphocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.97852e-161	Monocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.97852e-161	monocyte cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.87932e-159	ENSG00000244731	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	7.51623e-149	ENSG00000231852	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.52405e-130	Monocyte count (UKB data field 30130)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	9.57194e-126	ENSG00000214894	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.30017e-120	Mean reticulocyte volume	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.10408e-114	Type 1 diabetes	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.29663e-114	Neutrophil count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	5.29663e-114	neutrophil cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.75423e-106	Aspartate aminotransferase levels (UKB data field 30650)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.99226e-103	Monocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.49945e-103	Monocyte count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.25893e-101	Lymphocyte counts	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	2.75423e-101	ENSG00000204338	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.00995e-98	Other diseases of the digestive system (K11_OTHDIG)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.59005e-98	White blood cell count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	4.70002e-98	Neutrophil count	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.20005e-95	Never eat eggs, dairy, wheat, sugar: Wheat products	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	1.2844e-94	Neutrophill count (UKB data field 30140)	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	8.00018e-94	Non-cancer illness code, self-reported: hyperthyroidism/thyrotoxicosis	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
rs3094012	3.287e-93	ENSG00000137331	6	50718	0.31246976443337	3.74420828565057e-08	EasActiv18mo	0.132162
